0 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
8 	 0 	 66 	 1 	 3 		 1 		 1 		 1 		 "Battle Scepter"				54 	 41 		 52 		 45 		 40 		 0 			 3 			 0 		 80 		 17 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
9 	 0 	 66 	 1 	 3 		 1 		 1 		 1 		 "Master Scepter"				72 	 57 		 68 		 45 		 45 		 0 			 20 			 0 		 87 		 18 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
10 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Great Scepter"				82 	 74 		 85 		 45 		 65 		 0 			 35 			 0 		 100 		 21 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
11 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Lord Scepter"					98 	 91 		 102 		 40 		 72 		 0 			 52 			 0 		 105 		 23 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
12 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Great Lord Scepter"				140 	 108 		 120 		 40 		 84 		 0 			 67 			 0 		 90 		 20 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
13 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Divine Scepter of the Archangel"		150 	 200 		 223 		 45 		 90 		 0 			 138 			 0 		 75 		 16 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
14 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Soleil Sceptor"				146 	 130 		 153 		 40 		 95 		 0 			 84 			 380 		 80 		 15 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
15 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Shining Scepter"				110 	 99 		 111 		 40 		 78 		 0 			 60 			 0 		 108 		 22 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
16 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Frost Mace"					121 	 106 		 146 		 50 		 80 		 0 			 0 			 380 		 27 		 19 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
17 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Absolute Scepter"				135 	 114 		 132 		 40 		 90 		 0 			 72 			 380 		 119 		 24 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
18 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Striker Scepter"				147 	 112 		 124 		 40 		 86 		 0 			 70 			 0 		 87 		 20 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
19 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Thunderbolt"					149 	 127 		 154 		 40 		 78 		 0 			 76 			 400 		 111 		 22 		 0 		 0 		 0		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
20 	 0 	 19 	 2 	 4 		 1 		 1 		 1 		 "Horn of Steal"				149 	 177 		 206 		 25 		 120 		 0 			 0 			 400 		 182 		 50 		 0 		 0 		 0		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
22 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Bloodangel Scepter"				150 	 188 		 200 		 40 		 100 		 0 			 104 			 400 		 114 		 23 		 0 		 0 		 0		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
24 	 0 	 66 	 1 	 4 		 1 		 1 		 0 		 "Lord's Scepter (Bound)"			98 	 113 		 119 		 40 		 72 		 0 			 60 			 0 		 50 		 50 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
25 	 0 	 66 	 1 	 4 		 1 		 1 		 0 		 "Blessed Divine Scepter of the Archangel"	200 	 331 		 341 		 45 		 170 		 0 			 175 			 0 		 75 		 16 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
26 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Darkangel Scepter"				160 	 223 		 233 		 40 		 100 		 0 			 114 			 600 		 114 		 23 		 0 		 0 		 0		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
27 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Holyangel Scepter"				180 	 318 		 330 		 40 		 100 		 0 			 134 			 800 		 105 		 22 		 0 		 0 		 0		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
28 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Elemental Rune Mace"				52 	 22 		 23 		 50 		 0 		 50 			 58 			 0 		 10 		 6 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
29 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "El Haz Rune Mace"				90 	 55 		 59 		 50 		 0 		 85 			 103 			 0 		 32 		 17 		 27 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
30 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Frost Rune Mace"				122 	 62 		 66 		 50 		 0 		 80 			 100 			 380 		 32 		 12 		 90 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
31 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Light Load Rune Mace"				148 	 72 		 74 		 50 		 0 		 95 			 108 			 400 		 35 		 14 		 110 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
32 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Bloodangel Rune Mace"				150 	 95 		 101 		 50 		 0 		 100 			 122 			 400 		 42 		 14 		 129 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
33 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Darkangel Rune Mace"				160 	 125 		 131 		 50 		 0 		 100 			 136 			 600 		 42 		 14 		 129 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
34 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Divine Rune Mace of the Archangel"		104 	 158 		 170 		 50 		 0 		 182 			 142 			 0 		 32 		 4 		 64 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
35 	 0 	 0 	 1 	 3 		 1 		 1 		 0 		 "Blessed Divine Rune Mace of the Archangel"	200 	 158 		 170 		 50 		 0 		 182 			 160 			 0 		 28 		 4 		 79 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
36 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Soul Scepter"					200 	 403 		 416 		 40 		 100 		 0 			 154 			 900 		 98 		 21 		 0 		 0 		 0		0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 
37 	 0 	 0 	 1 	 3 		 1 		 1 		 0 		 "Elemental Rune Mace (Bound)"			52 	 22 		 23 		 50 		 0 		 50 			 47 			 0 		 50 		 50 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
38 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Holyangel Rune Mace"				180 	 135 		 141 		 50 		 0 		 100 			 152 			 800 		 42 		 14 		 129 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
39 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Soul Rune Mace"				200 	 145 		 151 		 50 		 0 		 100 			 174 			 900 		 39 		 13 		 120 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 
40 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Blue Eye Scepter"				220 	 490 		 504 		 40 		 100 		 0 			 169 			 1000 		 398 		 94 		 0 		 0 		 0		0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 
41 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Blue Eye Rune Mace"				220 	 156 		 161 		 50 		 0 		 100 			 196 			 1000 		 165 		 62 		 551 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 
42 	 0 	 66 	 1 	 4 		 1 		 1 		 1 		 "Silver Heart Scepter"				240 	 577 		 593 		 40 		 100 		 0 			 185 			 1100 		 406 		 95 		 0 		 0 		 0		0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 
43 	 0 	 0 	 1 	 3 		 1 		 1 		 1 		 "Silver Heart Rune Mace"			240 	 171 		 178 		 50 		 0 		 100 			 219 			 1100 		 168 		 65 		 554 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 
end

3 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
0 	 0 	 22 	 2 	 4 		 1 		 1 		 1 		 "Light Spear"					42 	 50 		 63 		 25 		 56 		 0 			 0 			 0 		 60 		 70 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
1 	 0 	 0 	 2 	 4 		 1 		 1 		 1 		 "Spear"					23 	 30 		 41 		 30 		 42 		 0 			 0 			 0 		 70 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
2 	 0 	 0 	 2 	 4 		 1 		 1 		 1 		 "Dragon Lance"					15 	 21 		 33 		 30 		 34 		 0 			 0 			 0 		 70 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
3 	 0 	 0 	 2 	 4 		 1 		 1 		 1 		 "Giant Trident"				29 	 35 		 43 		 25 		 44 		 0 			 0 			 0 		 90 		 30 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
4 	 0 	 20 	 2 	 4 		 1 		 1 		 1 		 "Serpent Spear"				46 	 58 		 80 		 20 		 58 		 0 			 0 			 0 		 90 		 30 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
5 	 0 	 0 	 2 	 4 		 1 		 1 		 1 		 "Double Poleaxe"				13 	 19 		 31 		 30 		 38 		 0 			 0 			 0 		 70 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
6 	 0 	 0 	 2 	 4 		 1 		 1 		 1 		 "Halberd"					19 	 25 		 35 		 30 		 40 		 0 			 0 			 0 		 70 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
7 	 0 	 22 	 2 	 4 		 1 		 1 		 1 		 "Berdysh"					37 	 42 		 54 		 30 		 54 		 0 			 0 			 0 		 80 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
8 	 0 	 22 	 2 	 4 		 1 		 1 		 1 		 "Great Scythe"					54 	 71 		 92 		 25 		 68 		 0 			 0 			 0 		 90 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
9 	 0 	 22 	 2 	 4 		 1 		 1 		 1 		 "Bill of Balrog"				63 	 76 		 102 		 25 		 74 		 0 			 0 			 0 		 80 		 50 		 0 		 0 		 0		0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
10 	 0 	 22 	 2 	 4 		 1 		 1 		 1 		 "Dragon Spear"					92 	 112 		 140 		 35 		 85 		 0 			 0 			 0 		 170 		 60 		 0 		 0 		 0		0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
11 	 0 	 22 	 2 	 4 		 1 		 1 		 1 		 "Brova"					147 	 190 		 226 		 40 		 90 		 0 			 0 			 0 		 152 		 25 		 0 		 0 		 0		0 	 2 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
12 	 0 	 20 	 2 	 4 		 1 		 1 		 1 		 "Magmus Peer"					149 	 135 		 236 		 35 		 85 		 0 			 0 			 400 		 49 		 162 		 0 		 0 		 0		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
13 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Lapid Lance"					15 	 32 		 41 		 40 		 34 		 0 			 0 			 0 		 65 		 77 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
14 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Conmocion Lance"				65 	 65 		 72 		 40 		 58 		 0 			 0 			 0 		 100 		 120 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
15 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Pluma Lance"					85 	 86 		 93 		 40 		 74 		 0 			 0 			 0 		 110 		 130 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
16 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Vis Lance"					87 	 94 		 101 		 35 		 75 		 0 			 0 			 0 		 230 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
17 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Prickle Lance"				22 	 27 		 35 		 35 		 31 		 0 			 0 			 0 		 110 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
18 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Alacran Lance"				67 	 73 		 80 		 35 		 61 		 0 			 0 			 0 		 180 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
19 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Bloodangel Lance"				150 	 134 		 145 		 40 		 100 		 0 			 0 			 400 		 70 		 50 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
21 	 0 	 20 	 1 	 4 		 1 		 1 		 0 		 "Pluma Lance (Bound)"				85 	 95 		 107 		 40 		 74 		 0 			 0 			 0 		 50 		 50 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
22 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Rectuus Lance"				139 	 78 		 89 		 40 		 95 		 0 			 0 			 380 		 70 		 51 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
23 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Russell Light Lance"				149 	 99 		 110 		 40 		 95 		 0 			 0 			 400 		 74 		 55 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
24 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Darkangel Lance"				160 	 150 		 160 		 40 		 100 		 0 			 0 			 600 		 70 		 50 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
25 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Holyangel Lance"				180 	 202 		 212 		 40 		 100 		 0 			 0 			 800 		 65 		 46 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
26 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Divine Lance of the Archangel"		100 	 115 		 126 		 40 		 100 		 0 			 0 			 0 		 65 		 46 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
27 	 0 	 20 	 1 	 4 		 1 		 1 		 0 		 "Blessed Divine Lance of the Archangel"	200 	 173 		 184 		 40 		 100 		 0 			 0 			 0 		 62 		 43 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
28 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Soul Lance"					200 	 254 		 264 		 40 		 100 		 0 			 0 			 900 		 61 		 43 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 
29 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Blue Eye Lance"				220 	 306 		 318 		 40 		 100 		 0 			 0 			 1000 		 252 		 180 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 
30 	 0 	 20 	 1 	 4 		 1 		 1 		 1 		 "Silver Heart Lance"				240 	 358 		 373 		 40 		 100 		 0 			 0 			 1100 		 256 		 183 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 
end

4 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
0 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Short Bow"					2 	 3 		 5 		 30 		 20 		 0 			 0 			 0 		 20 		 80 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
1 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Bow"						8 	 9 		 13 		 30 		 24 		 0 			 0 			 0 		 30 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
2 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Elven Bow"					16 	 17 		 24 		 30 		 28 		 0 			 0 			 0 		 30 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
3 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Battle Bow"					26 	 28 		 37 		 30 		 36 		 0 			 0 			 0 		 30 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
4 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Tiger Bow"					40 	 42 		 52 		 30 		 43 		 0 			 0 			 0 		 30 		 100 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
5 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Silver Bow"					56 	 59 		 71 		 40 		 48 		 0 			 0 			 0 		 30 		 100 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
6 	 0 	 24 	 1 	 4 		 1 		 1 		 0 		 "Chaos Nature Bow"				75 	 88 		 106 		 35 		 68 		 0 			 0 			 0 		 40 		 150 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
7 	 1 	 0 	 1 	 1 		 1 		 1 		 0 		 "Bolt"						0 	 0 		 0 		 0 		 255 		 0 			 0 			 0 		 0 		 0 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
8 	 0 	 24 	 1 	 2 		 1 		 1 		 1 		 "Crossbow"					4 	 5 		 8 		 40 		 22 		 0 			 0 			 0 		 20 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
9 	 0 	 24 	 1 	 2 		 1 		 1 		 1 		 "Golden Crossbow"				12 	 13 		 19 		 40 		 26 		 0 			 0 			 0 		 30 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
10 	 0 	 24 	 1 	 2 		 1 		 1 		 1 		 "Arquebus"					20 	 22 		 30 		 40 		 31 		 0 			 0 			 0 		 30 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
11 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Light Crossbow"				32 	 35 		 44 		 40 		 40 		 0 			 0 			 0 		 30 		 90 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
12 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Serpent Crossbow"				48 	 50 		 61 		 40 		 45 		 0 			 0 			 0 		 30 		 100 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
13 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Bluewing Crossbow"				68 	 68 		 82 		 40 		 56 		 0 			 0 			 0 		 40 		 110 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
14 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Aquagold Crossbow"				72 	 78 		 92 		 30 		 60 		 0 			 0 			 0 		 50 		 130 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
15 	 1 	 0 	 1 	 1 		 1 		 1 		 0 		 "Arrow"					0 	 0 		 0 		 0 		 255 		 0 			 0 			 0 		 0 		 0 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
16 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Saint Crossbow"				84 	 102 		 127 		 35 		 72 		 0 			 0 			 0 		 50 		 160 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
17 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Celestial Bow"				92 	 127 		 155 		 35 		 76 		 0 			 0 			 0 		 54 		 198 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
18 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Divine Crossbow of the Archangel"		100 	 224 		 246 		 45 		 200 		 0 			 0 			 0 		 40 		 110 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
19 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Great Reign Crossbow"				100 	 150 		 172 		 40 		 80 		 0 			 0 			 0 		 61 		 285 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
20 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Arrow Viper Bow"				135 	 166 		 190 		 45 		 86 		 0 			 0 			 0 		 52 		 245 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
21 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Sylph Wind Bow"				147 	 177 		 200 		 45 		 93 		 0 			 0 			 380 		 46 		 210 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
22 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Albatross Bow"				110 	 155 		 177 		 45 		 70 		 0 			 0 			 0 		 60 		 265 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
23 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Dark Stinger"					134 	 162 		 184 		 45 		 80 		 0 			 0 			 380 		 32 		 209 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
24 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Aileen Bowr"					147 	 170 		 194 		 45 		 88 		 0 			 0 			 0 		 49 		 226 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
25 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Angelic Bow"					149 	 179 		 202 		 45 		 70 		 0 			 0 			 400 		 30 		 193 		 0 		 0 		 0		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
26 	 0 	 24 	 1 	 3 		 1 		 1 		 1 		 "Devil Crossbow"				149 	 167 		 218 		 40 		 90 		 0 			 0 			 400 		 30 		 193 		 0 		 0 		 0		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
28 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Bloodangel Bow"				150 	 290 		 310 		 45 		 100 		 0 			 0 			 400 		 31 		 198 		 0 		 0 		 0		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
29 	 0 	 24 	 1 	 4 		 1 		 1 		 0 		 "Celestial Bow (Bound)"			92 	 149 		 170 		 35 		 76 		 0 			 0 			 0 		 50 		 50 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
30 	 0 	 24 	 1 	 3 		 1 		 1 		 0 		 "Blessed Divine Crossbow of the Archangel"	200 	 345 		 380 		 45 		 200 		 0 			 0 			 0 		 40 		 70 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
31 	 0 	 24 	 1 	 4 		 1 		 1 		 1 		 "Darkangel Bow"				160 	 320 		 340 		 45 		 100 		 0 			 0 			 600 		 31 		 198 		 0 		 0 		 0		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
32 	 1 	 0 	 1 	 3 		 1 		 1 		 1 		 "War Quiver"					52 	 111 		 137 		 50 		 90 		 0 			 0 			 0 		 27 		 98 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
33 	 1 	 0 	 1 	 3 		 1 		 1 		 1 		 "Devilwood Quiver"				149 	 181 		 207 		 55 		 95 		 0 			 0 			 400 		 29 		 186 		 0 		 0 		 0		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
